recording_id,title,release_date,query_artist_name,retrieved_artist_name
00fc1a2a-3e1e-4b34-a322-9e21d43f1e5f,It's Me,2000-10-17,박정현,박정현
036425d2-3a6b-49ee-8bb1-260e4e614097,Miss Havisham's Waltz (하비샴의 왈츠),2005-02-03,박정현,박정현
05b921a9-4b7c-40d0-adf8-4491f4f94205,Sanctuary (サンクチュアリ) (Japanese ver.),2005-05-18,박정현,박정현
07cbabf1-8d8f-46ae-bbba-242c29ab3759,P.S. I Love You,2010-11-18,박정현,박정현
0834025d-a1ba-445b-879d-eff49a211bd0,그 바보,2010-11-22,박정현,박정현
09fd54eb-a6c8-4fb9-97fb-10be02d708eb,Eternal Memory,1999-08-31,박정현,박정현
0eec45b5-8a5d-4e8b-8472-35bf02effbf4,꿈에,2022-06-08,박정현,박정현
11610148-79c1-453a-b1fe-a28b12705e36,Moonlit Night,2006-06-21,박정현,박정현
153d243b-eafa-4003-8591-6797373ca645,나의 어머니,2002-06-15,박정현,박정현
17346514-7019-470d-946a-62c966394b6b,PUFF,2002-06-15,박정현,박정현
193ca5f1-81ad-49fd-90b5-49764edabef6,같은 맘으로,2001-07-29,박정현,박정현
19f22868-1f0e-47bd-8070-e85eed9267ee,Funny Star,2007-12-11,박정현,박정현
1bd923e8-6322-43bd-92a6-878d132d2b4c,게으름뱅이,2002-06-15,박정현,박정현
1bfc7384-e7c6-4c4d-85b2-2f1caef745db,너 말이야,2006-08-30,박정현,박정현
1ca835ab-f1f2-43b9-ac39-0fa831780280,Dance With Me (Korea / Japan ver.),2005-05-18,박정현,박정현
1d93d3ae-f302-4640-902b-2cde9ba7e9dc,Everything Everything! (Reprise),2010-11-18,박정현,박정현
29a220ea-6592-41ec-b42d-683a2fb71ffc,Futures (미래),2005-05-18,박정현,박정현
29b847a0-84b2-476f-9f7e-d15c8bd8fae7,Very Thought,2005-02-03,박정현,박정현
29f59fad-5271-456a-88d3-6a1a43b5b3a6,나의 하루,1998-02-01,박정현,박정현
2b49999c-81a1-4c5c-bbc0-e24ca7f40878,MUSIC,2006-06-21,박정현,박정현
2daa921e-ebe2-4131-aa56-4af074170093,Miracle (English ver.),2005-05-18,박정현,박정현
2f6e9051-f64b-4f59-8f91-87d74af6535e,그렇게 하면 돼,2012-06-19,박정현,박정현
307d80b4-bf95-46b0-8070-23d5070a8ef6,Only With My Heart,2013-11-27,박정현,박정현
320c3c10-d171-4e90-8832-5f92de4b0cc7,10분전으로,2000-10-17,박정현,박정현
38b95307-00ca-4326-a7cf-324aaa64c68e,Someone,2002-06-15,박정현,박정현
396e7869-4237-4362-bf4d-ff4e24110fb6,Miss Havisham's Waltz (하비샴의 왈츠),2005-05-18,박정현,박정현
3a9eb39a-f161-4865-8b66-afcbc3b488b2,Long Goodbye,2005-02-03,박정현,박정현
3b019c6d-702b-4826-9461-5b5cba961897,Last Kiss,2006-06-21,박정현,박정현
3c269e5a-2d6d-488b-956a-dfbf6e9b8b6d,Po Karekare Ana,2005-05-18,박정현,박정현
3ea6325f-11fb-4468-b748-86838c53772a,Song for Me,2012-06-19,박정현,박정현
40a91cd3-0a3a-404c-9b1b-c679ad734b86,Smile,2007-12-11,박정현,박정현
450612eb-2995-4d62-8cb8-700000492f60,A Whole New World,2019-05-24,박정현,박정현
468150b8-db66-420e-9acd-6b0f085d6ea4,나의 하루 (Live) (My day),2010-11-18,박정현,박정현
4bf2988e-6a2d-4ad9-bc1c-67098b9c3733,Sunday Brunch,2009-06-11,박정현,박정현
4c454dc1-26ec-4240-98e0-0cc969d34596,Ode,2005-02-03,박정현,박정현
4d197f64-3558-4cde-8cfc-560784e2257b,2geTHer,1998-02-01,박정현,박정현
5572c848-c8cb-44be-b732-65007b859f81,Miracle,2005-02-03,박정현,박정현
5654ae5c-83cb-4ea8-bb2b-8bee6b30a6c0,One Summer Night '97,2001-05-07,박정현,박정현
5b94260a-fbf8-4fe7-87cb-131ca41af742,You Don't Know Me,2012-06-19,박정현,박정현
