title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
1TYM,210626.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
21세기란게 뭐야,232000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
Bus,227106.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
Can't Let U Go,213000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
Cry (울고 싶어라),241693.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Danny's Interlude,46840.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Everyday and Night,213960.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Falling in Love,205933.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
Freeflow (intro),44760.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Get Them Hands Up,206000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
Good Love,222626.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
Heaven,199706.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
Hello,203733.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
Hip Hop Kids,258200.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
Hippy to da Hoppa (outro),139000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
Hot 뜨거,218333.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
How It Go,194000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
It's Over,195466.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Kiss,257800.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Make It Last,278466.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
My Life,223466.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
Nasty,221866.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
OK,175533.0,"1TYM, Perry, Lexy",Once N 4 All,,,KR,2003-11-26,,1TYM
One Love,253000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
One Way (intro),74000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
Ready or Not Yo! (English version),216000.0,"1TYM, JINUSEAN, Perry",2nd Round,,,KR,2000-04-21,,1TYM
Ready or Not Yo! (Korean version),193000.0,"1TYM, Swi.T",2nd Round,,,KR,2000-04-21,,1TYM
Summer Night,196000.0,"1TYM, 이영현",One Way,,,KR,2005-10-21,,1TYM
Teddy's Interlude,60706.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
The Instruction (interlude),78000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
Uh-Oh!,209200.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
Without You,278733.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
구제불능,202000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
나를 기다려,218360.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
너와나 우리 영원히 또 하나!,205000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
널 일으켜,216466.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
니가 날 알어?,198000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
떠나자,225906.0,1TYM,Once N 4 All,,,KR,2003-11-26,,1TYM
몇 번이나,233000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
뭘 위한 세상인가,204933.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
악 (惡),240000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
어머니,217960.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
어젯밤 이야기,232173.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
어쩔겁니까?,226000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
우와!,258160.0,1TYM,Third Time Fo Yo' Mind!!,,,KR,2001-12-13,,1TYM
위험해,217000.0,1TYM,One Way,,,KR,2005-10-21,,1TYM
쾌지나 칭칭,233000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
탈출,216106.0,1TYM,One Time for Your Mind,,,KR,1998-11-18,,1TYM
향해가,205000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
흑과백 (interlude),20000.0,1TYM,2nd Round,,,KR,2000-04-21,,1TYM
