recording_id,title,release_date,query_artist_name,retrieved_artist_name
002161f3-8fc7-4777-b589-45c2b11380de,Etude (Interlude),2007-01-29,박효신,박효신
0687f5d5-ff9a-4eb2-b4d6-0c1d14ecc97a,It's Gonna Be Rolling,2002-09-13,박효신,박효신
080568c0-8529-4a93-afba-a9b33e5d0a2f,Want It ?!!,2004-04-19,박효신,박효신
09808635-a7dd-4746-8cd1-136e9e2b2524,Inside Love,1999-12-01,박효신,박효신
0ac1e1c7-9fcb-42e6-9d5a-7917a78257e3,러브바리스타,2010-12-14,박효신,박효신
0ccb1fdb-a08e-406f-81a3-bd9cd2133a1b,Beautiful Tomorrow,2016-10-03,박효신,박효신
0ed49b03-e5d5-4b22-a8d0-b643fa2890d1,사랑한 걸로 됐어요,2002-09-13,박효신,박효신
0ef0998a-6bfe-48b6-9e81-9e01dc57c01b,Li-La (리라),2016-10-03,박효신,박효신
0f3736cf-7113-4a96-b722-8f87e0a46e27,Goodbye,2019-05-06,박효신,박효신
0ffc5f91-72de-43ff-aad8-5054712e5084,모래성,2002-09-13,박효신,박효신
16412ab9-c658-4566-860e-47c66c7f7957,My Love,2007-01-29,박효신,박효신
177fde9b-1860-4330-a2e7-2155d7af3d82,널바라기,2009-09-15,박효신,박효신
19ac58c5-1d0d-4f31-be49-48c35247cf94,기억속의 먼 그대에게,2005-06-02,박효신,박효신
1ab1f085-6dc5-4aac-8aff-f560993d816f,다시 사랑했으면 (Interlude),2007-01-29,박효신,박효신
1be9960f-9860-4b25-8d89-267cabe344da,Wonderland,2016-10-03,박효신,박효신
1f0624d7-346e-4bc2-b573-6bd65ed0f3e4,Outro,1999-12-01,박효신,박효신
1f493edf-e105-43f3-a2c9-3a136fefd56c,Only U,2010-12-14,박효신,박효신
248acbef-9033-42e2-a5ef-bd1628703987,넌 언제나,2005-06-02,박효신,박효신
2542e9fb-ecbd-441a-96a4-a605482ccd7c,나비(娜悲)의 겨울,2002-09-13,박효신,박효신
264b8334-d431-4fb6-a6c8-5d843b64f094,Love is Blind,1999-12-01,박효신,박효신
27d8732a-c3c8-43cf-b405-490fbc31f2aa,Feel... Me!,2002-09-13,박효신,박효신
2d8c9641-bfee-4f5e-8393-54ddf1e1b641,사랑한 후에 (Inst.),2009-09-15,박효신,박효신
3364f18f-0bec-4049-b811-c2e0c18ce0a3,The Breeze of Sea (Intro),2007-01-29,박효신,박효신
369e414a-9ae3-41aa-ab43-8377ae72d5c1,나처럼,2004-04-19,박효신,박효신
3b0c7233-b649-46ba-a3d0-2b390778859d,사랑 사랑 사랑,2005-06-02,박효신,박효신
3e484864-1228-40c2-bbfd-e48b3d908ae3,바보,2005-12-23,박효신,박효신
3e6226bb-b366-40d0-8a16-07d510415b41,Close My Eyes,2001-01-19,박효신,박효신
45ef990f-f3f3-413b-bef7-4e93e343d8a1,Deja-vu,2009-09-15,박효신,박효신
466e4137-dbb4-438d-a319-79e750b35ecf,White Christmas,2004-11-23,박효신,박효신
4c0650ed-d543-4438-9099-e0add94ff3e1,Girl of My Dreams,2002-09-13,박효신,박효신
4c28ff65-77d3-4e30-ba83-251cd1991674,그립고... 그리운...,2007-01-29,박효신,박효신
5b21164a-ed0f-4d45-85b6-8641ab44d191,눈의 꽃,2005-06-02,박효신,박효신
5bd5a2a7-8aad-4f0f-97c6-3cde5e4fa42a,Please,2001-01-19,박효신,박효신
5f416a77-be54-455f-8bc4-dfa9af8eb0c2,Shine Your Light,2015-04-06,박효신,박효신
60c1aba1-dbb6-4ae9-83a4-cda692eb1d46,너에게,2005-06-02,박효신,박효신
60e536e8-a568-4cbc-8611-ee678476d182,Lost,2007-01-29,박효신,박효신
626aa6d8-3c39-4b75-bad8-f658a3908a13,그 날 (The Day) Original Ver.,2018-10-04,박효신,박효신
669ccf11-33c0-4a34-b4b1-4a1a60dbdd95,동경,2001-01-19,박효신,박효신
6a249229-71a5-4626-943b-154a569f2909,숨,2016-09-29,박효신,박효신
6ba4ed5d-9b41-4e5c-9930-168defa4769b,Home,2016-10-03,박효신,박효신
6fd2ab61-144e-4a5b-97d1-22be6c5dd9e9,사랑... 그 흔한 말,2001-01-19,박효신,박효신
708aaf78-6f15-49ed-ad21-56c2f05ce210,Me Too...,2001-01-19,박효신,박효신
7538624b-d117-4550-ab71-d181e55245d3,미워하자,2007-01-29,박효신,박효신
7790774a-d035-41df-b202-45d7861aa81f,살아있는 건...,2002-09-13,박효신,박효신
78851aa8-9425-4cb7-8c47-5d9cac6227be,내가 사랑한 사람,2001-01-19,박효신,박효신
7dbb4511-02d7-41fd-986c-4d506ba61ff3,너를 꿈꾸며 (Interlude),2004-04-19,박효신,박효신
82bc6e00-9834-402a-b1ed-2f9f8e5d0764,Story of the Sea (Outro),2007-01-29,박효신,박효신
84ed5962-e466-423b-85f6-7190375a3ef2,Like a Star,2007-01-29,박효신,박효신
854fafb5-0514-4197-8c79-74e6da260ee9,If You,2004-03-16,박효신,박효신
859e9c59-7085-4644-8196-d1a84f430388,꿈,2016-10-03,박효신,박효신
8dcda2e2-c3f8-47c7-b16b-88e303b7c657,변심 (Bad Boy),2001-01-19,박효신,박효신
8e9ed640-8254-4818-833e-a8116741904e,Jeonseolsogui Sarang (전설속의 사랑),2003-10-24,박효신,박효신
9028e21f-90c1-4c40-824b-9b0de7064960,괜찮아,2002-09-13,박효신,박효신
922ea83f-84cf-42bb-b6e9-4399adffe8fe,눈물날려 그래,2010-12-14,박효신,박효신
97961532-eb06-4a00-b7a0-ca1a9a3c92fb,Wind Child (Interlude),2007-01-29,박효신,박효신
9b20e8f5-2bb2-4635-8970-cbff7e114fdf,가,2001-01-19,박효신,박효신
9c51653a-5ba3-4e8e-bce1-2b54d2373559,먼 곳에서,2001-01-19,박효신,박효신
9e008abd-431f-4cf5-940a-3e6f2bcf0e7b,사랑을 비우다,2007-01-29,박효신,박효신
a3001b97-168f-435b-9dfa-89a10a12fc91,숙녀예찬,2005-06-02,박효신,박효신
abc020c3-e43a-41c0-9392-88a63e4d5033,가을편지,2005-06-02,박효신,박효신
ac499dd0-a5a0-482c-9e17-7c717b245ed5,사랑이 고프다 (I Promise You) (inst.),2010-12-14,박효신,박효신
ac5ba0f3-3b28-4a5c-ace5-cd3cb97b7d4e,그 날 (The Day) Original Ver. (Inst.),2018-10-04,박효신,박효신
ad171e83-f1f9-4609-b614-915f37a4d1f1,Now & Forever,2007-01-29,박효신,박효신
ae7d3c13-493a-40e6-b554-efd5d7bcaa46,니가 들려준 말,2004-04-19,박효신,박효신
