recording_id,title,release_date,query_artist_name,retrieved_artist_name
04371efa-a671-490c-8f26-b7b9879da75f,In My Head,2024-03-11,Highlight,Highlight
097a708c-4183-4e1c-b56d-da292d1d5441,TAKE ON ME,2017-10-16,Highlight,Highlight
0fa5d012-a3b0-4910-97f2-16cee6896d84,어쩔 수 없지 뭐 (inst.),2017-10-16,Highlight,Highlight
1213e496-3c5f-4b71-86f9-d388da49765e,아름답다,2017-03-13,Highlight,Highlight
1bc9a8d5-8972-4ff3-938e-ad11467c3c01,How to Love,2024-03-11,Highlight,Highlight
1e3e1756-7485-4d52-8e54-0f77935a9a80,Classic,2022-03-21,Highlight,Highlight
209bdf48-4f2c-451c-89c8-ba75a3c9df48,Alone,2022-11-07,Highlight,Highlight
24910a49-c0c3-47cd-ac8c-d51775124fc3,Give You My All,2023-10-16,Highlight,Highlight
280f4fc4-8ee7-438c-bc6a-2fd688eb32d8,Disconnected,2021-05-03,Highlight,Highlight
3002d149-df2d-4968-988e-e36885da617e,Feel Your Love (48.6Hertz),2024-03-11,Highlight,Highlight
324c3156-6932-490e-9b3c-069126963feb,어쩔 수 없지 뭐,2017-10-16,Highlight,Highlight
3b6514b0-c8c8-4b0b-9035-a76afc0adea8,Seven Wonders,2022-03-21,Highlight,Highlight
426ebd3e-6789-4a3c-94a5-bc89e860005f,PRIVACY,2022-11-07,Highlight,Highlight
48cdf876-c4df-4212-8f3f-8c2fa147b360,CALLING YOU,2017-05-29,Highlight,Highlight
4a93e4bd-a395-42d0-ab1e-f50009e6dcd0,얼굴 찌푸리지 말아요 (inst.),2017-03-20,Highlight,Highlight
4b045627-7553-4968-8423-5595770ad815,Night Fog,2022-03-21,Highlight,Highlight
57393aea-c180-467e-85b1-6caabb3da36d,CELEBRATE,2017-10-16,Highlight,Highlight
600fda14-221a-4eb2-993f-59bb7339f5b4,SLEEP TIGHT,2017-05-29,Highlight,Highlight
6f5d0425-a621-49fb-90bd-05078def3edb,불어온다,2021-05-03,Highlight,Highlight
70fa10d0-9281-4baa-bb88-977eaa8c6c94,밤이야,2021-05-03,Highlight,Highlight
761b47e7-0711-4937-913f-efc51a5216b3,바람,2018-11-20,Highlight,Highlight
7a915adb-28e8-4b6b-9542-80a58e79c5eb,DAYDREAM,2022-03-21,Highlight,Highlight
7bc73e67-6177-495d-a31a-4b8e4e249749,All My Life,2022-03-21,Highlight,Highlight
83d61586-9938-4591-945a-2bfcadf9b51b,Surf,2021-05-03,Highlight,Highlight
87ba7ac4-8330-4a3d-ab90-08ecac972d41,위험해,2017-03-20,Highlight,Highlight
8db73dec-a86d-4c4a-aa3e-d78db3861deb,내버려 둬,2018-11-20,Highlight,Highlight
9ffae625-0693-4760-baca-2c9225d18703,Lovely Day,2022-03-21,Highlight,Highlight
a2c61ef7-16b5-4f33-ac66-0e134b872d99,얼굴 찌푸리지 말아요,2017-03-20,Highlight,Highlight
a69a95a8-0b05-4e05-a733-8a3ef602ed5e,BODY,2024-03-11,Highlight,Highlight
b6bed3a1-e104-4815-bc24-e5fb333e7581,LOVE LIKE THIS,2017-10-16,Highlight,Highlight
b94d0de3-66d0-44ec-ac68-19b8d7688cd9,CAN YOU FEEL IT?,2017-03-20,Highlight,Highlight
c2c724ef-542c-4840-b4e5-249004a07810,Our Eyes,2022-03-21,Highlight,Highlight
c4642388-09f0-4c83-8c42-6da8b3d386f1,시작,2017-03-20,Highlight,Highlight
ceeca16d-cd03-4e52-9731-807f6088d1bd,I Don’t Miss You,2022-11-07,Highlight,Highlight
d78bc78a-7c54-4a4d-a6f3-76da1578870c,WHO AM I,2017-10-16,Highlight,Highlight
d876dd67-dc32-45c0-b40b-6bdbe2b4f5a3,S.I.L.Y (Say I Love You),2022-11-07,Highlight,Highlight
d9991a67-124a-498d-9bc0-9c74700feb9c,잘 지내줘,2018-10-29,Highlight,Highlight
dab15395-3bbf-4aa9-8854-2c220ccb70c2,WAVE,2021-05-03,Highlight,Highlight
dce246a4-695b-4fea-aec0-7fc0ed96be1c,미안,2021-05-03,Highlight,Highlight
dd58dd3b-cecc-479f-8817-d765c7410ca5,PLAY,2022-03-21,Highlight,Highlight
df5e639a-81c6-4433-aa7e-ceff111e7660,사랑했나봐 (inst.),2018-11-20,Highlight,Highlight
e1ec02fe-2ec7-4197-8074-7221644fed14,오늘같은 밤이면,2018-11-20,Highlight,Highlight
e82ffb0f-9b39-46e0-9e78-0b2ffdd2b29e,사랑했나봐,2018-11-20,Highlight,Highlight
e9c81477-da97-4fd0-bde0-1f692654ee65,PAPER CUT,2022-11-07,Highlight,Highlight
f563e1ca-be96-46c0-a272-4abb19f13d99,Switch On,2024-03-11,Highlight,Highlight
f6efaf72-93b5-4fa4-9106-b2069ca3916e,Whatever,2022-03-21,Highlight,Highlight
fe00e684-568d-4fd3-ac5f-db4bc6bda3cd,Don’t Leave,2022-03-21,Highlight,Highlight
