title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
ALIVE,186240,LIGHTSUM,Into the Light,,,,2022-05-24,,LIGHTSUM
Bye Bye Love,198440,LIGHTSUM,Into the Light,,,,2022-05-24,,LIGHTSUM
Candle LIGHT,244000,LIGHTSUM,Honey or Spice,,,KR,2023-10-11,,LIGHTSUM
Dance Dance (Bella theme),181513,LIGHTSUM,"벨라의 꿈, Part 1",,,XW,2021-12-18,,LIGHTSUM
GOOD NEWS,204546,LIGHTSUM,Into the Light,,,,2022-05-24,,LIGHTSUM
Honey or Spice,182000,LIGHTSUM,Honey or Spice,,,KR,2023-10-11,,LIGHTSUM
i,172213,LIGHTSUM,Into the Light,,,,2022-05-24,,LIGHTSUM
Not My Style,195000,LIGHTSUM,Honey or Spice,,,KR,2023-10-11,,LIGHTSUM
Popcorn,207240,LIGHTSUM,Light a Wish,,,,2021-10-13,,LIGHTSUM
Q,162933,LIGHTSUM,Into the Light,,,,2022-05-24,,LIGHTSUM
TOMBOY,223000,LIGHTSUM,TOMBOY,,,XW,2022-09-15,,LIGHTSUM
Wannabe,100000,LIGHTSUM,Wannabe,,,XW,2023-11-29,,LIGHTSUM
"You, jam",199267,LIGHTSUM,Light a Wish,,,,2021-10-13,,LIGHTSUM
