recording_id,title,release_date,query_artist_name,retrieved_artist_name
00ed12d4-33cb-42f5-b4c0-7e4692d10d91,Vibes,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
0581fd9d-fd6e-4b8e-b9dd-a4a53bdbb817,[silence],2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
09263754-f615-4afd-bc76-480a806fd21d,Sweetest Loser,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
10691377-4cb6-408d-baed-6df13a01f008,Last Night in My Dream,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
12c8e7a4-6b22-4a27-990b-e4423b5165b6,I'm Here,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
134c32a0-a1ba-4fb1-8cc2-77963e057b44,[silence],2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
15a57719-1bfa-448b-9f93-6208dcdb9b17,"꿈, 여름",2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
163bc702-b680-48f5-8125-9ef1c7cea827,In Your Arms,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
19134f95-757c-4dfe-bf41-a4eff610f2d4,B.I.S.H.,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
205fc0fe-3973-4c18-9c83-0a48c3c3a18b,Weekend Blues,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
2218f79a-730b-43c6-b1e5-8f72379a3105,디스코,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
22333db3-56c1-499f-8c55-c89649603557,wallflower (12db Mon Version),2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
2680987d-8a6e-466f-b052-3ca93c868b3c,수요일 (Piano Lesson),2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
29fa3533-c8a2-4bd6-8286-11bac009cae1,12월,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
3e41a2e1-e0ec-4950-a830-1628772761c9,Free,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
3f8bc8cf-928e-4011-bd73-5c0a623fdb5e,생일,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
40465ebb-e264-4492-8953-390672743b5a,You Who,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
4749f445-34df-4278-9593-adea8bf7ebb7,손꼭잡고,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
4917c0fe-7dca-463e-b255-f21231ec9178,pill bugs (Remastered Version),2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
5301c308-c867-4d52-8ad1-b47ab62db292,Boys Don’t Cry,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
54622f0b-2805-4c8c-aa0f-c83a43da0212,꿈에선 놀아줘,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
558bc84b-be0b-4075-82f4-8a4d085c8c03,잊혀진 이야기,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
6b1704b4-d38c-4d48-ba8f-da3a5dff2d54,The Way,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
706973de-e1ac-48ec-a6d1-e2dcb930af00,봄봄봄,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
814816f6-7980-4374-996a-4e4fb0af019a,Time to Grow (acoustic piano version),2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
81d8e2bc-c490-4cd4-884e-e7f46e183d8b,Christmas Next Day,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
836490ac-24f6-4cdd-b0e9-08f3ccf92655,[silence],2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
83ceb669-1d78-4175-b2b6-091861be451c,토끼와 자라,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
876be06f-1afe-4740-82b4-e901f0a8944f,나에겐,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
8fe217e5-5089-4471-b27e-b7f4f62b4191,Beautiful People,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
9bc5080d-f998-4173-8031-41a15445bf1c,사라진 소녀,2015-08-31,"윤종신, Lucite Tokki",Lucite Tokki
a025dfaa-a15d-4742-a1c0-7463f8f36064,Go,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
a8cc72e1-0eac-45a5-bd75-422d50a1925d,In My Tin Case,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
b416afff-59ef-4482-b76c-9a22a7cbc4a8,Noisy Childhood,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
badaf5e2-7dfe-485c-87bc-f23110c75dc4,"I, You (Remastered Version)",2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
c7b73e42-97a8-4051-9db8-a927b7601e31,손,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
ca0a5c46-20c4-4edf-8154-387323d9e295,Driving,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
ca71e9cf-0e66-4da6-a1bc-71282e6dbe9e,Time to Grow,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
cd2eae14-23fb-4f51-a5f8-c5f492f55a23,Summer,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
ce0bce50-6b4e-4c4a-965b-c5021af18ba8,비 오는 날,2013-01-09,"윤종신, Lucite Tokki",Lucite Tokki
cf445132-699d-4739-96c4-3b1e0385df55,비오는 날,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
d1e54aa7-f365-4dc4-87b7-c9c2b00a5dae,Grow to Glow,2012-07-10,"윤종신, Lucite Tokki",Lucite Tokki
d239f9cc-5f69-40d6-a234-c0eb339077bb,하프물범 (Letter to Arctic),2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
e0a3654f-ff4e-446d-a846-263ba10a8754,Every You,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
e25883bc-2a19-415e-a00e-b3c6cf120ae5,기다리는 하루,2008-01-07,"윤종신, Lucite Tokki",Lucite Tokki
e3e157a5-937f-4e9f-939b-b30bce5d7ec4,Christmas Carol (제1탄 크리스마스 트리의 신비한 힘),2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
e6092361-0145-4e50-94e4-af739f935bde,Everything But You,2016-03-25,"윤종신, Lucite Tokki",Lucite Tokki
e616df32-b433-4c04-b524-88e6c00fd4a2,북치는 토끼,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
f6f960ec-bba4-46a9-a7d6-289d5fd5e90e,바보마녀의 하루,2009-10-14,"윤종신, Lucite Tokki",Lucite Tokki
fe19e2c8-7dcb-4543-8f5c-9856dfb148f8,미래도시,2007-12-17,"윤종신, Lucite Tokki",Lucite Tokki
