recording_id,title,release_date,query_artist_name,retrieved_artist_name
06d1118b-064d-486b-888b-c45c9a2c5944,Couple Song (feat. Kelley),2008-12-12,Ra.D,Ra.D
0b8275e5-58c9-47ab-9b1e-0e9a2acbe28c,For Me,2014-07-24,Ra.D,Ra.D
0b916566-1580-4518-9855-6dbc481b3b33,Fairytale,2019-01-25,Ra.D,Ra.D
0e127f2d-5dc0-4dbc-9737-3ba5c5748ca2,I'm In Love,2008-12-12,Ra.D,Ra.D
0e40fae2-5e60-45c4-be91-ca328d67e99e,내게...,2002-09-18,Ra.D,Ra.D
0fdb1f73-fcb4-4fcd-808c-20b25da63806,아직도 (0416),2014-07-24,Ra.D,Ra.D
11c0fd33-2405-4f34-8290-d857ce1ad189,날 위한 여행,2013-03-29,Ra.D,Ra.D
12a9da8a-0943-4f33-a33e-88d26d0b9081,요술공주 세리,2002-09-18,Ra.D,Ra.D
12b3ba13-a875-4c3a-9b17-2cf02c92319d,이별scene,2012-11,Ra.D,Ra.D
156cc562-54f5-4d0c-a503-ac3e1802d010,화풀어 (Vocal. 민서) (Day Ver.),2021-08-09,Ra.D,Ra.D
1ca7c069-e889-46bb-bbbf-605193f941f6,Wish me a merry Christmas (누군가 필요해 Part.2),2013-12-16,Ra.D,Ra.D
1d56374a-e1b7-461f-8031-3d0fb1e8a795,둘만 아는 말투,2014-09-23,Ra.D,Ra.D
1eb2d8c7-89c4-4166-9b5b-d3d005899950,어머니의 된장국,2008-08-21,Ra.D,Ra.D
20e829cd-9ef9-41a4-9714-96b098ae10eb,내가있어,2002-09-18,Ra.D,Ra.D
248d2ef1-b5e4-467e-b7f7-7bbeced234d3,Everything's Gonna Be Alright,2009-07-20,Ra.D,Ra.D
2574c8c4-9cc4-4e52-b1f5-5eba39db8fae,자장가,2014-07-24,Ra.D,Ra.D
2575b757-12c3-4185-a76b-d4be6dc529a8,I Could Sing of Your Love Forever (Silky remix),2009-07-20,Ra.D,Ra.D
25ccd50d-607e-44a4-a8c5-a4b4ec0910f5,"Mal Love (Feat. 인발, DJ Bay With ziEyA)",2008-12-12,Ra.D,Ra.D
3115b7e9-fa62-4817-a554-4221964a0c38,Sweet Love (Feat. 꼬깔이),2008-12-12,Ra.D,Ra.D
314dd091-29b7-4431-9fc4-6499bd53fb03,오랜만이죠 (Feat. 신지수),2013-02-05,Ra.D,Ra.D
3a08398a-d83c-4bbc-afa9-bfebd090e33f,그냥 보고싶은 사이 (inst.),2017-12-26,Ra.D,Ra.D
3acd2789-3555-4963-a247-6f7e08d3a435,Fly Away,2014-07-01,Ra.D,Ra.D
3dd58388-2cc6-40b8-8886-e1b2f08cbc66,To Homies,2002-09-18,Ra.D,Ra.D
44b8d6b5-21f0-4c41-a704-75466ab7edb4,친구들에게,2013-03-29,Ra.D,Ra.D
4531f7af-d7aa-49ff-8214-ecd193220c58,봐줘,2014-07-24,Ra.D,Ra.D
5209f52f-e9af-45f3-b39f-8b2a332ef8a2,고마워 고마워,2013-03-29,Ra.D,Ra.D
5342e7bd-32c4-4307-b4f1-4475395c0463,화풀어 (Vocal. 민서) (Night Ver.),2021-08-09,Ra.D,Ra.D
538e9b64-e287-4101-8836-7b534b19b2e5,From,2013-04-16,Ra.D,Ra.D
56a644a7-5145-48d0-9d71-e3ebb0e51154,season,2021-11-14,Ra.D,Ra.D
57d472d8-6b97-451c-83d3-defab76b547e,White Christmas,2002-09-18,Ra.D,Ra.D
5a45fd21-fa91-4108-aa5d-29e38e77fac2,Mal Love (Promised Summer remix),2009-07-20,Ra.D,Ra.D
5df08f36-b3dd-4d40-a5ca-7e27a21b1fae,어떤 설레임,2013-06-17,Ra.D,Ra.D
602282b9-8285-4d4f-bebb-b070ad4ce78d,I'm in Love (Piano remix),2009-07-20,Ra.D,Ra.D
660ec4e0-a816-437b-af77-98cfd3fe791e,Satisfy? (Outro),2002-09-18,Ra.D,Ra.D
6aa95a06-6611-4cd2-894a-3aaf08dce6ef,Goodbye,2008-12-12,Ra.D,Ra.D
74a29274-b08e-4c10-b76a-621844a66d4e,엄마,2008-12-12,Ra.D,Ra.D
788280d0-dca6-4f96-bfdd-ae24c36522e8,Can I Get A Little Bit,2002-09-18,Ra.D,Ra.D
7ae73450-b101-46a1-80d6-bbe44fc8136c,Goodbye (original mix),2009-07-20,Ra.D,Ra.D
81debf24-077c-4306-8cbe-7d6ee5df095d,누군가 필요해 (Feat. BrotherSu),2013-12-16,Ra.D,Ra.D
82d5f72a-97d5-4ed3-9c41-a05ed40e4fc5,떠난 내 님은,2008-12-12,Ra.D,Ra.D
833f101c-1ef3-4e26-b716-f40c20f93764,Shawty (Feat. 인발),2014-07-24,Ra.D,Ra.D
863ca978-be56-4c44-ae19-ab76d0a76118,Happy Birthday,2008-12-12,Ra.D,Ra.D
86ea3d43-84f3-45ce-a4cd-53265ca2a715,바램,2002-09-18,Ra.D,Ra.D
905c8cd3-e0c6-499f-912d-d6a60e50a628,Media Doll,2002-09-18,Ra.D,Ra.D
92dacb0f-1064-4b4a-a08d-4fbeb494b5a6,그렇게,2014-07-24,Ra.D,Ra.D
94270bbd-d49b-436c-8c99-500ed453437d,Hawaii (Feat. 이나래 of RealCollabo),2014-07-24,Ra.D,Ra.D
97838360-4124-4801-96db-aee04ab79fca,난 네게 (Acoustik remix),2009-07-20,Ra.D,Ra.D
9bfbbe57-e099-40c7-a41c-d9d7d3075f91,Cominto Your Mind,2002-09-18,Ra.D,Ra.D
9f133c50-2d09-4911-83a9-cb6c7042aaaa,Fly Away,2014-07-24,Ra.D,Ra.D
a91cda70-19ac-47d0-ad1f-f1aba2b6b5a8,Constellation,2007-10-04,Ra.D,Ra.D
ba3f6a86-c344-40af-a91b-77dc2742d33e,Outro (With Kelley),2014-07-24,Ra.D,Ra.D
c055cb52-1463-45e0-82ad-947d847694e1,K.E.E.P,2004-04-16,Ra.D,Ra.D
c625d9ca-59ba-464b-95d5-bd95eab6f1bc,Never Forget 2002,2002-09-18,Ra.D,Ra.D
c67da970-1956-4d0c-92a4-3d49d2336fd9,"멋있는 친구 (Cool Fella) (Feat. 정인, 인발, DJ Bay With ziEyA)",2008-12-12,Ra.D,Ra.D
c9ee50fa-82f8-4fc4-bd72-70e828b79daf,오랜만이죠 (feat. 신지수),2013-03-29,Ra.D,Ra.D
ca2ae653-eec7-4634-aa2b-6f81d49facd9,Jesus Loves Me (Groovy remix),2009-07-20,Ra.D,Ra.D
ccaedef8-8556-4140-9b63-5b86b0f62851,Intro,2002-09-18,Ra.D,Ra.D
cf031d16-3323-43c8-b671-d6c4b9c6da77,I Cry When You Cry,2013-03-29,Ra.D,Ra.D
d0e6b603-29fc-42f3-b3c8-3c4fad0aadc2,Good Girl,2014-07-24,Ra.D,Ra.D
d10bab73-a87a-4768-9a44-08003b7ebb65,"SP Collabo (Feat. VJ, Steady B, KeBee, Sick Boi, UMC)",2008-12-12,Ra.D,Ra.D
d24dfbc6-88ec-438a-b71a-7cfe85b5a884,season (inst.),2021-11-14,Ra.D,Ra.D
d25ef866-3066-4261-9325-5d58d1013a1d,홀로서기,2002-09-18,Ra.D,Ra.D
d7f8b1ad-4055-4a2f-969c-c8f639f3dc49,Teacher,2011-11-29,Ra.D,Ra.D
d9856d6b-612d-4a95-8d8f-19372efc3511,너와 함께 있음을 (Lullaby remix),2009-07-20,Ra.D,Ra.D
dd9d07a2-fcaf-4b69-8b56-26e924f2de5f,아버지,2008-08-21,Ra.D,Ra.D
e1aa7ad7-f68b-4f3c-a3f2-7c9378f2c74d,어떤 설레임 (Inst.),2013-06-17,Ra.D,Ra.D
ea045e04-b772-43e8-8b54-60b3459a13d5,소원 (So One),2002-09-18,Ra.D,Ra.D
ef2361ff-9d76-4658-bb4c-ae7734a8a89b,넌 내게 했던 얘기를,2002-09-18,Ra.D,Ra.D
f0f3cd3a-f253-4483-95c9-f7e8384c3d1b,Intro,2008-12-12,Ra.D,Ra.D
f1e7383c-f787-47e8-91aa-bc7710f0b379,너와 함께 있음을,2008-12-12,Ra.D,Ra.D
f3eecb8b-2867-40b1-8a33-152684f415ef,그냥 보고싶은 사이,2017-12-26,Ra.D,Ra.D
f9dcd230-c5bb-4728-b575-50401e09fea1,"1998 (Feat. UMC, KeepRoots, 현상)",2014-07-24,Ra.D,Ra.D
fd0e9ab8-7b9b-4bef-ae9d-4513605d8315,가리워진 길 (Ra.D RMX),2013-03-29,Ra.D,Ra.D
fd7eb9d4-a563-4b3a-8bea-8b3350be0249,Take U'R Time,2004-03-18,Ra.D,Ra.D
ff7e1054-116f-464b-a237-ddc2c4172338,Drive Away,2014-07-24,Ra.D,Ra.D
