release_id,title,status,release_date,country,artists
05fdcdae-3dd5-44b8-9929-9790c469280a,Fr.In.Cl,Official,2003-09-25,KR,S
07540600-e2bd-48b4-88d4-7aa693ae8ce9,Polaris,Official,2001-08-17,KR,강타
1071ff7c-b91d-4534-bb10-f4e08f4037d4,StYlE,Official,2002-09-06,KR,S#arp
10cb66a8-c247-47bf-b836-64d233e933bb,MIRACLE,Official,2002-09-01,XW,BoA
11336160-a957-4a31-93ba-3847bc2b206e,15 to 30,Official,2002-03-30,KR,ShinVi
119b2d95-af1f-3662-8688-ae4fa62bb407,Miracle,Official,2002-09-24,KR,BoA
132dc1d7-2d4b-424c-a79d-64caa4315f98,Love,Official,1999-11-01,KR,S.E.S.
1593e8ea-87f0-4a98-b1c4-b972feed8cdf,I yah!,Official,1999,KR,H.O.T.
18e1111f-088c-466f-b545-ecc5af5fc0a6,Polaris,Official,2001-08-16,KR,강타
21adf6d7-06c1-4795-aa8b-ce5f3598d74f,Love,Official,1999-10-29,KR,S.E.S.
26c8d635-09c8-4d5f-bdfa-1bcaf9115e4e,With Freshness,Official,2001-12-17,KR,M.I.L.K.
28bbb5e9-cd3e-4177-867b-8154e1f48f5b,Christmas in SMTOWN.com,Official,1999-12-14,KR,SMTOWN
2c1f9112-d249-4e9f-a816-213953746206,Atlantis Princess,Official,2003-05-31,KR,BoA
2e6603c8-ea43-4a7b-a426-16b5f1ad6ade,Surprise,Official,2001-07-13,KR,S.E.S.
37977a3f-7a90-45bb-b4c0-a0de125f7417,To My Love,Official,2002-12-05,KR,윤미래
38e7ed9c-f20c-461c-b836-f66723ef17bf,Already One Year,Official,2001-06-07,KR,Brown Eyes
39378b60-77dd-4699-a3bb-95dc0a03a061,Only One,Official,2000-05-27,KR,SHINHWA
3a5b4f04-bdca-4fed-ab4d-5d8ea38dd9d3,Pine Tree,Official,2002-08-26,KR,강타
3d7f6a3a-3eed-45aa-9c35-cfca5cc3eecb,"새, 벽",Official,2002-09-01,KR,부활
401d6b8d-8f6c-3bf6-97c9-75cbcbde234b,NO.1,Official,2002-05-16,TW,BoA
4b2fb75b-2a53-4d8d-b379-237b6ef01ebe,Rock With You,Official,2003-06-12,XW,BoA
4c4de51f-967b-46a5-bf36-99c84194d651,Twinkling Of Paradise,Official,1999-04-01,KR,SHINHWA
51611f9b-6548-32d1-9592-f0a6a7084089,ID;Peace B,Official,2000-09-21,TW,BoA
5aa500b6-2b6e-487d-a44f-a7f7dc4ed60c,A letter from Greenland,Official,2000-12-16,,S.E.S.
5b1d58fe-6f6a-4f78-9e5d-95e9f7f1aec6,S.E.S. 2,Official,1998-11-23,KR,S.E.S.
5be0b551-8543-48c9-b57e-7d1473fef926,The 2nd Album,Official,2001-02-03,KR,Fly to the Sky
5d4233a8-a086-43d4-b279-73fe387a9336,Friend,Official,2002-11-21,KR,S.E.S.
5d8136eb-c187-4bca-bfe5-a2ffc47c5d0e,We Hate all Kinds of violence...,Official,1996-09-07,KR,H.O.T.
5f006e56-f66a-4438-aa91-324b357727d3,...之愛,Official,2001-11-06,KR,유영진
