release_id,title,status,release_date,country,artists,retrieved_label_name,query_label_name
00a459dd-436b-4223-b0fe-8cbdf9b0dbff,GAME PLAN,Official,2023-08-07,,JEON SOMI,THE BLACK LABEL,The Black Label
04365b90-e198-4c29-bba2-82e1f8754a81,GAME PLAN,Official,2023-08-07,KR,JEON SOMI,THE BLACK LABEL,The Black Label
0802c21a-e91f-4119-80ac-8ad91d3cbce6,DUMB DUMB,Official,2021-08-02,AL,JEON SOMI,THE BLACK LABEL,The Black Label
0de0cfae-9a85-44b9-979f-2b483838a900,GAME PLAN,Withdrawn,2023-08-07,,JEON SOMI,THE BLACK LABEL,The Black Label
10a541a9-8835-41d8-9bcc-e1fa3eee262b,DUMB DUMB,Official,2021-08-02,DZ,JEON SOMI,THE BLACK LABEL,The Black Label
11943196-e1ed-417a-9133-5768d3f4a720,Down to Earth,Official,2023-04-25,,TAEYANG,THE BLACK LABEL,The Black Label
12fc70de-94b7-4d54-bab2-4cb8223d02bd,Emergency,,2020-02-04,XW,Vince,THE BLACK LABEL,The Black Label
17c6e2b6-2d25-476b-9912-696054d07890,Down to Earth,Official,2023-04-25,KR,TAEYANG,THE BLACK LABEL,The Black Label
186d7e2b-34b6-4c70-aaae-56791653170f,Down to Earth,Official,2023-04-25,KR,TAEYANG,THE BLACK LABEL,The Black Label
19b55cd8-7ff6-4072-83f2-b8226f498498,What You Waiting For,Official,2020-07-22,AL,JEON SOMI,THE BLACK LABEL,The Black Label
1b132c88-ef65-45cd-8c89-dc7e8960b3a4,GAME PLAN,Withdrawn,2023-08-07,AM,JEON SOMI,THE BLACK LABEL,The Black Label
1e049219-c3a3-4d44-834f-387f715cef91,ZZZ,Official,2018-10-15,KR,Zion.T,THE BLACK LABEL,The Black Label
228ffd05-f1b8-432b-ad21-e6a92ee7d98a,BIRTHDAY,Official,2019-06-13,XW,JEON SOMI,THE BLACK LABEL,The Black Label
22c59fe6-2eb3-40b7-a838-3e6916793902,GAME PLAN,Official,2023-08-14,KR,JEON SOMI,THE BLACK LABEL,The Black Label
